3646,2884,2280,2825,5413,10458,14898,15720,20320,24920,18739,11521,8088,5166,3093,2461,2553,3355,5241,8336,13080,18017,21543,23345,23782,21784,18030,14540,11694,9370,7411,5645,4330,3576,3154,2367,1380,1113,1012,1062,1463,2331,3567,4614,6652,8327,6437,5996,7441,9162,8801,9775,13030,14383,15737,20339,23613,20114,12836,7330,4128,2365,1423,1280,1632,2343,3613,5222,7497,10752,13847,14516,12539,10240,8446,6999,5812,5205,5621,6786,7843
12107,9862,6944,6628,10150,17666,23217,18577,15222,14454,10131,6124,4402,3168,3377,5352,9098,14431,20125,25895,32449,37783,38235,35526,31817,27540,22640,18735,15559,13128,10695,8720,7104,6330,6649,6569,7134,10110,12866,7755,4715,4543,4592,3022,2670,3133,3458,4635,6765,8585,7641,8079,10228,11181,11563,14649,16431,13741,8524,4848,2774,1642,1282,1383,1972,2910,4423,6498,9298,13136,16978,17295,12992,7891,4207,2377,1657,1472,1760,2305,2938
412,554,1184,2938,7085,14133,19887,19524,23078,26949,20039,12320,8581,5348,3189,2303,1898,2001,2394,3395,4811,6320,7043,7273,7149,6545,5274,4306,3508,2779,2210,1930,1810,2206,3312,4820,7840,13593,19558,12279,6537,5419,5363,4475,5019,5939,4931,5136,6769,8462,7786,8373,10448,8268,3357,1455,791,475,314,281,350,444,568,880,1480,2280,3596,5345,7745,11063,14537,16226,15970,15678,14760,12198,8730,5742,4171,3763,3726
10090,8281,6407,6963,11509,21214,28605,25277,24924,26524,19190,11689,8085,5048,2984,2147,2086,2519,4361,7843,13148,18793,22156,24228,24363,23028,19776,16872,14699,12530,10474,8474,7032,6416,6516,6188,5511,6976,8302,4861,2485,2019,2364,3541,5602,7000,5730,5713,7375,8558,6431,5464,6397,5982,5335,6198,6540,5093,2982,1655,959,695,675,943,1452,2214,3386,4975,7042,10194,13414,15795,17229,19359,20323,17910,13727,10105,8195,8235,8695
13785,11307,8254,8163,12589,22663,30384,27738,28532,31281,22921,14059,9981,6380,4423,4308,5572,7783,10561,14118,19049,24253,27207,28469,28244,25878,22194,18823,16187,13810,11305,9293,7496,6480,6484,7079,9350,14525,19767,12356,6365,4736,4471,4365,5404,6653,5880,6443,8539,10480,8628,8157,9803,9025,7127,7728,7962,6292,3809,2086,1266,940,1096,1374,2108,3258,4956,7230,10324,14593,19305,20902,18949,16540,14504,12039,9687,8100,7936,9007,10282
7676,5929,3461,1910,1497,1982,3415,6188,12026,16211,12733,8036,5831,4158,3657,5080,7964,12227,16680,20879,25761,29550,28563,25113,21228,17837,14095,11123,8932,7136,5770,4447,3779,3633,4158,4526,5624,8697,11660,7581,5383,6109,6986,6075,6662,7686,6015,5665,7322,8427,6199,5026,5778,5967,6134,7787,8421,6657,4055,2209,1389,986,971,1211,1953,2950,4448,6398,9021,12898,17028,17923,15807,13295,11043,8484,5934,4110,3147,3041,3409
9978,7858,4800,3105,3097,4811,7480,11453,20412,27507,21572,13502,9722,6842,5289,6189,8851,12543,16178,18667,20905,24066,27014,29637,30224,28166,24325,20703,17808,15151,12667,10019,8419,7513,7511,6855,5595,6350,7189,4598,3413,3700,4349,4223,5204,6727,6565,8164,11358,14145,12629,13052,16469,16928,16213,19863,21826,18212,11620,6679,4067,2511,1888,2023,2730,3913,5718,8156,11579,16412,21793,24541,24076,23251,22312,19166,14861,11521,10198,10823,11880
11426,9057,5688,4023,4447,7062,10308,13439,21340,27757,21432,13198,9513,6056,3757,3058,3343,4486,7331,12660,20754,27665,29824,28612,26351,23241,19332,15720,12996,10790,8926,7202,5990,5732,6154,6113,5158,6240,7495,5066,4306,5479,6496,5477,6182,7059,5498,5199,6629,7887,6119,5778,7378,10037,14230,19922,23408,20143,12899,7273,4378,2578,1813,1728,2189,3141,4573,6618,9445,13367,17528,19217,17148,14753,12419,9849,7062,4807,3701,3574,3739
7796,6586,5518,6718,11833,21755,28628,22020,15796,13573,8857,5333,3927,2912,3081,4929,8118,12168,14947,15042,13810,12563,11944,11593,11255,10607,9964,9722,9368,8966,8034,6917,6319,6434,7503,8077,7507,9723,11996,6942,3532,2471,2001,1180,903,1099,1751,2925,4562,6030,6202,7197,9733,10236,10583,13084,14495,11933,7391,4131,2334,1360,993,938,1241,1940,2934,4263,6053,8729,11403,11798,10174,8264,6930,6013,5493,5595,6569,8059,9744
11011,8776,5425,3898,4546,7491,10930,13787,21049,27396,20702,12925,9070,5916,3998,3775,4935,7407,11788,18551,28727,37609,40067,38040,34970,30345,24518,19370,15153,12108,9512,7161,5483,4292,3632,3748,4543,6809,8506,4571,1870,939,898,1219,2061,2919,3206,4417,6464,8627,8982,11155,15145,16796,17765,22683,26164,22673,14613,8313,4880,2830,1963,1840,2437,3485,5128,7510,10566,15028,19851,22127,21088,19837,18390,14895,10423,6639,4330,3449,3331
17932,14467,9209,6715,7272,10790,13401,10064,7302,6182,4123,2196,1526,1124,1336,2413,4585,8031,12946,19899,29938,38172,41355,39924,37004,32432,26525,21154,16977,13785,11117,8931,7785,7755,9267,10533,10961,15496,21017,13884,8669,8461,9533,9270,11394,13515,9960,8383,9893,11267,8092,6315,6609,5718,4043,4059,4054,2994,1672,792,371,192,157,87,130,166,305,434,643,1014,1454,1913,2233,2598,2781,2496,2018,1805,1918,2311,2965
11621,9197,5497,3173,2525,3226,5110,9019,17123,23374,18115,11269,8120,5459,3971,4265,5947,8965,13545,20586,30523,39555,42582,41361,38533,34261,28225,22909,18647,15430,12410,10030,8685,8435,9823,11234,11997,17084,23482,15667,8376,6835,6605,4890,4854,5743,6444,8658,12339,15236,12126,10702,12590,12676,12201,14912,16420,13206,8240,4583,2540,1261,764,613,708,978,1531,2349,3471,5091,7050,9308,12330,15679,17558,15504,11289,7421,5004,4160,3912
2790,2125,1053,587,465,527,937,1720,3621,4967,3717,2263,1804,1725,2311,4363,7814,12241,15522,16884,17338,17759,17786,17656,16875,15215,13149,11359,9948,8623,7230,5811,4723,4228,4055,3570,2776,3028,3675,3049,3445,5083,6204,5240,5701,6415,4757,4110,5113,6314,5781,6298,8220,8964,9567,12035,13367,10839,6759,3781,2221,1357,1174,1279,1868,2747,4328,6262,8835,12739,16489,16802,13275,9190,6166,4343,3291,2788,2937,3567,4128
18195,14811,10109,8811,11939,19945,25166,17960,10474,6833,3826,2113,1415,1251,1856,3627,6888,11144,15688,20022,25006,29661,30663,29342,27240,24424,20811,17755,15544,13398,11295,9109,7516,6601,6390,6203,6211,8238,10111,6630,5164,5954,7160,6851,8383,9985,8090,7749,9880,11590,9152,8010,8998,7562,4624,4108,3810,2831,1612,1004,717,819,1045,1591,2495,3745,5588,8084,11495,16334,21495,23431,21131,17868,15405,12611,10123,8710,8955,10274,11807
12063,9702,6476,5414,7689,13134,18108,18442,22634,27088,20216,12546,8855,5758,3984,3998,5224,7660,11119,16212,23076,29739,32076,31421,29309,25927,21167,16821,13359,10725,8499,6926,6126,6420,8082,9538,10178,14484,19919,12500,6561,5430,5174,4070,4464,5443,5398,6617,9339,11342,8726,7425,9107,11881,16132,22437,26470,22618,14535,8089,4660,2689,1660,1477,1809,2663,4050,5821,8368,11833,15664,17676,17762,17775,17280,14754,11068,7983,6365,6432,6832
8885,7348,5740,6730,11715,21795,29688,26775,27608,30260,22066,13399,9393,5923,3654,2964,3447,4532,6720,10308,15189,18713,18081,14550,11521,9248,7410,5792,4834,4117,3357,2889,2821,3441,4950,6219,7497,11886,16478,10753,6658,6730,7852,8007,10203,11774,7456,4264,3849,4009,2735,2269,2526,2090,1319,1338,1349,981,601,375,294,426,581,889,1399,2287,3602,5546,7968,11275,14941,15928,13864,11412,9646,7722,5757,4533,4238,4808,5604
6882,5643,4438,5453,9532,17693,23150,18058,13372,11785,7751,4642,3015,1798,1291,1616,2544,4190,6088,8396,11233,13827,14150,13298,12336,11381,10385,9669,9101,8449,7652,6593,6121,6537,8024,9358,9626,13638,18270,11238,4890,2703,2237,2723,4122,5571,5802,7463,10378,12391,8766,6514,7342,9053,11946,16354,18673,15493,9706,5494,3283,1942,1615,1820,2447,3693,5508,7831,11171,15936,21167,22981,20439,17178,14206,10736,7124,4219,2406,1690,1474
14545,11824,7708,6015,7512,12066,15892,14523,15992,17939,13015,8138,5842,4202,3754,5145,8221,12162,14940,15210,13887,12234,10226,8099,6183,4638,3459,2428,1734,1250,915,893,1090,1796,3111,3938,4418,6940,9519,6077,4301,4883,5714,4841,5268,6448,6009,6938,9556,12013,10887,11407,14283,13622,10986,11943,12535,10029,6099,3359,1796,1074,737,815,1168,1721,2782,4091,5947,8463,11368,13685,15680,18449,19737,17768,13827,10549,9019,9252,9915
17293,13686,8076,4614,3096,3348,5532,11066,22148,30629,23952,14896,10552,6630,3899,2725,2357,2638,4051,7215,11775,14994,14680,11744,9189,7381,5846,4474,3643,2877,2438,2020,2060,2643,4040,5129,6486,10511,14546,9627,6578,7204,8735,8741,10825,12840,8898,6848,7733,8981,7401,7230,8700,8251,6775,7577,7991,6247,3661,2017,1219,922,961,1324,1928,3107,4748,6817,9942,13984,18336,18743,14478,9093,5416,3685,3104,3375,4250,5480,6655
1936,1906,2312,4291,9309,17830,23486,17328,10970,8027,5028,2816,1901,1681,2180,4259,7869,12291,15706,17088,17715,18632,19571,20237,19599,17534,14089,10847,8294,6350,4914,3765,3397,4057,5716,6694,5654,7258,9335,6301,5097,6558,8351,8612,11090,13314,10036,8488,10185,11771,8047,5909,6167,6718,7782,10072,11174,8930,5556,3108,1794,1221,1174,1488,2245,3413,5167,7423,10624,15063,20227,22557,21813,21010,19930,16808,12679,9390,7928,8315,8962
15851,12544,7427,4361,3026,3399,5729,10947,21756,29909,23405,14447,10391,6678,4312,3474,3872,5432,8733,15041,24551,32693,35341,33767,31075,27452,22845,18618,15429,12939,10647,8723,7545,7334,8341,9184,8624,11133,14208,8944,5780,5757,6058,4377,3929,4874,5846,8151,11920,15192,13379,13641,17353,18095,17911,22475,25448,21637,13586,7536,4231,2070,977,509,326,415,478,670,1093,1631,2418,3340,4266,5427,6201,6184,5909,6115,7251,9051,10598
14544,11934,8237,7333,10330,17625,22401,16642,10934,8376,5173,2838,1958,1612,2184,4228,7714,12649,17090,20820,24633,27621,27437,24955,22039,19106,15677,12852,10716,8813,7364,5896,5313,5321,6575,7804,9204,14289,19803,12918,7681,7159,7993,7742,9471,10934,6998,4187,4097,4707,4427,5031,6402,5293,2522,1714,1527,1054,672,496,427,560,823,1291,2076,3345,5027,7440,10696,15164,19865,21074,17678,13426,10321,8242,6811,6643,7374,9059,10714
12242,9974,7063,6864,10462,18589,24662,21737,21344,23146,16434,10016,6982,4455,3022,3234,4423,6418,9494,13393,18759,23511,24918,24409,22716,19895,15850,12508,9667,7586,5964,4810,4140,4539,5869,6608,5773,7365,9331,5730,3657,3894,4128,2875,2692,3413,4403,6229,9157,11417,9389,8811,10452,8310,3797,2293,1696,1151,676,486,457,548,793,1298,2025,3209,4871,7078,10250,14612,19314,21642,20770,19874,18520,14972,10735,6714,4472,3713,3456
107,308,1129,3329,8111,16411,22397,19530,19055,20342,14578,8862,6282,4163,3089,3597,5267,8207,11682,15989,21774,26715,28111,26911,25065,22523,19306,16473,14241,12441,10705,8709,7657,7481,8474,9726,11158,16595,22926,15320,8231,6738,6785,6171,7328,8457,6089,4914,5803,6566,4832,3848,4177,2999,974,397,205,169,155,174,236,326,537,795,1322,2091,3267,4949,7070,10169,13240,13466,10352,6764,4566,3899,4248,5423,7142,9189,11152
2970,2237,1441,1181,1898,3749,5030,4249,3724,3931,2623,1406,990,719,848,1692,3215,5301,6999,8165,9265,11039,12801,14586,15208,13885,11209,8759,6724,5059,3969,3218,3220,4289,6556,8614,9418,14129,19905,13344,7387,6712,7446,7836,10116,11882,8131,5972,6668,7868,7578,8512,11072,10504,8038,8499,8675,6651,3785,1864,978,546,338,348,454,662,1015,1659,2661,4018,5235,5033,3603,2187,1440,1328,1518,2194,3038,4130,4998
16550,13255,8735,6866,8440,13958,19145,20390,26972,32881,24872,15324,10958,7281,5151,5251,6789,9223,11219,11995,12242,11825,10337,8495,6869,6165,5959,6170,6382,6214,5785,5213,5011,5712,7391,8877,9261,13103,17937,11685,6805,6192,6049,3891,2979,3551,4400,6386,9423,11246,7319,4652,4331,4966,6612,9042,9832,7868,4796,2638,1585,1079,1065,1372,2114,3220,4774,6971,9992,14120,18637,19419,15901,11434,8111,5764,4301,3488,3478,4146,4594
1344,1041,776,929,2004,4207,5480,3773,2137,1460,740,509,451,692,1386,3302,6551,10673,14234,16595,18621,21356,23972,26308,26686,24209,19561,15229,11850,9040,6767,4984,3740,3240,3297,3644,4640,7383,9871,5991,3507,3451,4138,4500,5993,7724,7405,8778,12187,14710,11524,10182,12002,12925,13746,17618,19706,16296,10143,5582,3255,1798,1230,1247,1724,2621,4120,5944,8726,12354,16367,18010,17236,16254,15199,12641,9474,7100,6277,6533,7166
10403,8133,4926,3179,3000,4443,6001,6263,8642,10455,7786,4899,3634,2558,2592,4100,6880,10961,15083,18806,23462,28383,31214,32583,32340,29583,25072,20825,17428,14647,11876,9494,7738,6699,6527,6800,8410,12612,17062,10818,6267,5637,6386,6949,9216,10978,7355,5203,5623,6235,4785,4214,5139,5682,6299,8226,8971,7177,4200,2116,1027,481,279,256,192,359,487,789,1208,1933,2860,3693,4567,5618,5964,5048,3698,2694,2301,2417,2721
1258,1339,1898,3890,8499,16736,22946,20287,20652,22364,16239,9995,7070,4969,4019,5178,7758,12123,17468,23946,32892,40359,42020,39821,36474,32083,26603,22072,18488,15614,12600,10079,8174,7004,6546,5949,5143,6070,7177,5135,4388,5506,7031,7588,9986,11983,8759,7295,8601,9952,7266,5989,6975,8657,11110,15152,16967,14083,8838,4928,2741,1436,926,840,998,1482,2231,3293,4845,7004,9082,9717,8972,8179,7470,6171,4848,3852,3724,4222,4754
13381,10516,6142,3435,2268,2393,3871,7451,14555,19833,15454,9615,7053,5079,4376,6100,9389,14412,18785,22050,25423,28256,28819,27862,26098,23077,18989,15710,13019,10547,8656,6762,5404,4638,4289,3526,2145,1759,1738,1308,1325,1794,2794,3588,5318,6659,5141,4753,6014,7946,8592,10632,14626,16443,18121,23603,27311,23476,15104,8289,4741,2422,1258,826,883,1184,1815,2694,4269,6028,8011,8711,8261,8072,7663,6642,5525,4911,5197,6110,7219
2125,1578,1004,980,1846,4165,7519,12691,23432,31814,24815,15451,11131,7319,4914,4533,5358,7139,8777,10325,12036,13550,13776,13122,12155,11059,9587,8271,7457,6528,5607,4660,4124,4240,4946,4743,3213,3472,3818,2146,1513,1690,2639,4391,7043,9091,7411,7282,9256,10987,8436,7319,8860,10788,13448,18566,21423,18147,11475,6247,3442,1654,679,370,289,266,308,444,604,983,1467,1967,2601,3286,3681,3538,3327,3364,4005,5033,6024
1273,1117,981,1615,3840,7937,11718,13592,19196,24229,18438,11446,8208,5519,3939,4279,5851,8563,11825,15700,20914,25657,27394,26918,25466,22817,19357,16282,13966,11761,9760,7916,6361,5446,5223,4459,3142,3030,3072,2086,1708,2290,3357,4466,6627,8447,7088,7326,9663,11948,10963,11778,15425,16999,18312,23559,27346,23742,15514,8756,5198,3102,2150,2097,2680,3805,5622,8052,11461,16240,21406,23627,22511,21113,19341,15779,11216,7202,5023,4392,4346
5802,4705,3348,3680,6614,12530,17682,19156,25941,31653,24000,14886,10493,6612,4037,3095,3062,3969,6194,10268,16603,21031,20537,17129,13741,10953,8203,5935,4314,3060,2263,1675,1545,1818,2685,2617,1665,2053,2628,2200,2965,4708,6595,7473,10043,12205,8887,7245,8604,10087,8623,8775,10960,11670,12336,15505,17525,14486,9051,4875,2507,1149,523,368,347,402,603,899,1454,2364,3408,4312,5200,6172,6793,6542,6012,5952,6789,8257,9726
12659,10065,6772,5744,7910,13538,17698,15647,15853,17155,12346,7630,5340,3679,2797,3612,5498,8245,10737,13008,15176,17771,19680,20896,20835,18841,15506,12540,10011,7973,6303,4871,3990,3865,4466,4504,4129,5674,6933,4142,2830,3039,4450,6168,9178,11156,7357,4726,4770,5447,4939,5505,7644,10148,13760,19067,22347,19046,12211,6901,4015,2363,1696,1724,2311,3487,5196,7497,10665,15053,19919,20890,17525,13317,10177,7651,5695,4593,4483,5221,6004
11154,8965,6144,5632,8264,14786,20021,19021,21758,25107,18531,11429,8180,5530,4443,5240,7882,11374,13932,14966,14709,14354,12934,11117,9265,8068,7168,6616,6252,5745,5060,4298,3805,3649,4397,5498,7824,12814,17659,10515,4692,2851,2487,2765,3999,5323,5749,7456,10508,13211,10749,10204,12163,11557,9447,10636,11383,9073,5364,2788,1356,636,378,338,374,513,758,1308,2073,3159,4544,5944,7490,9305,10361,9524,8231,7266,7714,8914,10319
14084,11281,6759,4032,3337,4150,5087,5072,6343,7609,5473,3413,2474,2114,2591,4649,8428,13794,19658,25810,33588,39444,39654,35770,31002,26455,20929,16144,12470,9825,7673,5997,5010,4610,5296,4970,3371,3627,3917,2102,1145,1002,1166,1357,2036,2896,3390,4687,7042,9468,9958,12155,16529,17644,18146,22810,26088,22430,14503,8149,4833,2837,1984,1971,2540,3701,5503,8021,11298,15994,21142,22796,20098,16625,13581,10606,7537,5200,4197,4096,4465
12030,9543,5819,3760,3475,4847,5980,5132,5275,5818,4135,2453,1848,1583,1993,3717,6740,10603,13812,15326,15681,15964,14974,13252,11832,10434,9520,8896,8309,7827,7064,6288,5965,6743,8646,10700,11588,16707,22976,15060,8359,7194,7556,7205,8808,10703,9390,10056,13486,16598,14295,14250,17878,19082,19305,24415,28113,24665,15946,8837,5124,2848,1601,1146,1169,1712,2634,3876,5716,8138,10997,13208,15476,18043,19230,17195,13159,9354,7559,7368,7728
503,589,786,1736,4513,9033,12198,10500,10422,10947,7726,4679,3332,2559,2713,4559,7817,12230,16057,18720,21014,21626,19261,15367,11853,9319,7355,5824,4778,3936,3282,2586,2158,2234,2774,2790,2435,3452,4538,3495,3617,5311,7045,7031,8942,10727,8784,8397,10979,13372,11879,12193,15427,16052,15639,19395,22065,18678,11873,6484,3677,1873,1042,734,796,1130,1715,2677,3955,5894,7945,9541,10658,12026,12690,10862,7917,5344,3821,3536,3449
17505,14093,9176,7076,8608,13663,18370,18392,22686,26894,20131,12498,9091,6081,4725,5586,7928,11062,13523,14455,14309,14456,14919,15787,15896,15056,13682,12682,11753,10676,9440,8192,7428,7758,9375,11007,11449,16171,21861,14243,7915,6783,6400,3911,2896,3243,3934,5598,8260,10519,9944,11032,14256,14134,12687,14882,16237,13353,8323,4612,2434,1190,706,508,506,764,1189,1876,2877,4217,5545,6580,7066,7694,7966,7276,6187,5730,6089,7231,8515
1065,1289,2159,4662,10265,20263,27430,23097,20741,21132,14914,9047,6402,4119,2856,3212,4551,7167,11197,17403,26340,34179,36626,35308,32815,29161,24612,20559,17594,14996,12450,10123,8733,8229,9075,10044,11307,16476,22938,14810,6732,4014,3622,4795,7095,8680,6705,5853,7083,8366,6334,5554,6565,7167,7759,9944,10969,8911,5564,3077,1802,1214,1089,1345,1967,3019,4555,6686,9318,13396,17321,17947,14063,9675,6738,5661,5532,6394,8053,10452,12684
2970,2562,2250,3277,6735,13150,18398,18065,21214,24911,18368,11487,8256,5513,4089,4716,6762,9740,12011,13446,13995,13856,12348,9962,8010,6895,6341,6075,6063,5940,5520,5059,4918,5689,7528,9247,10033,14620,20378,13033,5894,3405,2880,3482,5067,6511,6370,7481,10295,12212,8147,5408,5293,6013,7349,9913,10966,8939,5520,3066,1811,1228,1155,1408,2088,3203,4756,6893,9835,14024,18567,20511,19216,17701,16068,12772,9021,5778,3884,3333,3214
8981,7202,5009,4667,7293,12787,16652,12936,10024,9179,6203,3484,2263,1268,819,952,1553,2979,5603,9634,15673,20020,19871,16538,13796,11954,10460,9546,8958,8313,7564,6655,6169,6745,8406,10255,11158,16009,22369,15008,7665,5783,5063,3060,2296,2546,2609,3493,5213,6510,5938,6048,7602,6598,4430,4364,4327,3150,1721,911,568,384,458,574,887,1513,2318,3722,5380,7801,10345,11685,11943,12309,12259,10915,9128,8135,8535,10034,11633
2361,2190,2478,4628,9766,19042,25910,22004,20535,21394,15217,9100,6322,3890,2282,1655,1806,2394,4500,8088,13585,18034,18934,17260,15625,14050,12235,10839,9709,8799,7518,6477,5447,5274,5791,6569,8397,12914,17928,11367,5365,3526,3037,3018,3779,4916,5389,7080,10142,12695,10644,10317,12897,13826,14352,18354,20660,17103,10744,6153,3614,2230,1607,1802,2461,3646,5250,7650,10806,15321,20216,22260,21177,19647,17908,14554,10251,6539,4512,3821,3683
4504,3778,3407,4897,9423,18109,23855,18949,14779,13453,9087,5376,3595,2398,2114,2906,4843,7802,11044,14682,19231,22726,22681,19987,16924,14120,10865,8106,5981,4449,3293,2560,2333,2824,4030,4404,3635,4945,6318,3797,2443,2599,3099,2843,3436,4806,5669,8014,11594,14076,10155,7786,8237,7151,5541,5962,6057,4736,2709,1522,950,797,883,1283,1921,3052,4615,6805,9688,13794,18181,20422,19676,18947,17690,14538,9899,5903,3389,2358,1789
11941,9426,5855,3909,4017,5968,7682,7869,10024,11843,8905,5353,4016,2969,3023,4624,7872,12757,17970,24027,31180,35902,33979,27593,21271,16948,13056,10095,7805,6241,5101,4418,4138,4854,6944,8718,9838,15238,21561,13966,7148,5539,5817,6620,9110,10939,8561,8054,9949,11594,8405,6524,7202,7891,8934,11616,12814,10448,6357,3471,1797,1010,623,624,696,1039,1639,2549,3725,5517,7487,9616,11871,14700,16242,14831,11858,9288,8421,9024,10027
14368,11625,7844,6761,9279,15949,21929,22273,27591,33302,25048,15453,11130,7348,5337,5486,7291,9786,12230,14048,15879,18175,20145,21812,22197,20772,18415,16223,14642,12942,11094,9115,8072,7905,8834,9908,9870,13396,17747,11814,7400,7063,7401,5402,5148,6043,6412,8115,11463,14147,11137,9860,11899,14127,17470,23568,27426,23876,15520,8601,4902,2667,1449,904,944,1176,1853,2687,4035,5634,7889,10270,12850,15887,17734,15909,12200,8589,6611,6258,6603
13632,11038,7289,6030,8038,13706,19249,20760,27841,34535,26495,16375,11789,8039,6081,6912,9701,14001,18933,24152,30406,36401,38698,38424,36217,31903,25666,19788,15234,11773,9049,7027,5816,5800,6912,7641,5955,6705,7982,4650,2600,2457,3621,6255,10082,12306,7965,4857,4683,5161,4519,4796,6428,8433,11393,15783,18282,15314,9739,5388,3180,1922,1308,1418,1918,2842,4361,6145,8842,12589,16618,18848,18999,19482,19542,17367,13611,10577,9362,9927,10762
4316,3729,3750,5703,11395,21994,29954,26927,27289,29671,21611,13281,9624,6666,5385,6490,9693,14049,18007,20684,23222,25650,27095,27630,27066,24801,21201,18013,15502,13269,11089,8830,6871,5610,4777,4582,5412,7806,9768,6718,5299,6392,7521,6471,7454,8635,6973,7030,9053,10898,9372,9089,11197,11181,10292,12200,13343,10602,6611,3529,1733,870,402,293,265,373,531,761,1179,1938,2770,3531,4288,5200,5549,4982,3806,2974,2800,3119,3646
