CCT
56865
9421
4151
4828
6459
10211
7599
6567
4356
7170
5102
11467
6353
11796
5416
6752
16145
4877
8558
3993
5442
14207
8274
6685
5269
4333
10144
7848
9860
6251
8507
10547
4391009636686238208
5821
61567
7788
4974
8819
6434
11762
5480
4828
6059
11560
11957
5816
16015
14916
4786
6828
5797
9373
11360
6029
17095
5477
3883
5145
7850
6257
11999
8214
6702
6849
9796
8739
7238
4820
10744
4829
5497
6222
22613
14906
12387
2927339757790827520
4475
10196
7709
5627
10767
5975
13838
5604
13070
8566
4344
10444
6212
11405
7491
5361
6835
7387
8887
5004
8674
7403
13608
8510
12296
14525
33468
640355572016748288
6121
4855
4504
4406
7703
18715
21621
9171
5959
15062
8177
8150
7986
6066
21271
8985
7531
16213
9042
8490
2927339757790827520
4028
6973
6473
7526
15016
7508
2927339757790827520
7326
5422
6489
7226
6984
4619
6312
27404
7943
3788
5578
4795
8178
6751
5203
9566
3874
7556
24479
12654
5493
1945
10336
10356
5626
12779
7312
13202
12168
22758
14035
4569
10329
12352
8139
4189
7297
4151
4580
12403
4718
4407
6552
6611
8262
12793
8093
14668
9989
5111
5158
10864
5936
5284
12113
17324
5926
5693
29891
5927
7729
9808
5516
4648
6227
6429
6461
6973
5978
7337
6582
5157
14336
6953
7580
5209
7845
4974
8995
5943
7218
7820
11683
8197
12862
8353
4378
4380
12481
6901
3880
6957
7569
13400
8726
6083
9994
6288
6033
11498
12820
7393
4568
5589
5636
10207
9802
4735
7399
5327
5778
8328
9151
4443
9305
6176
6939
8126
5162
4955
10359
5136
5341
7082
6308
4785
9591
7139
19815
1463669878895416832
640355572016748288
14329
5564
11636
8108
34760
5772
6478
27056
9602
19454
4261
6559
7916
15219
11984
5453
6773
10662
5839
37492
6747
3996
7706
5734
8085
6411
4654
4747
2927339757790827520
11143
9863
5042
7598
5582
6444
8484
5735
19054
6736
13214
5894
9535
4480
7518
11074
4136
6902
4391009636686238208
4524
10424
5588
4879
76947
10997
5914
12732
5473
7226
4614
5420
19593
5468
7508
7765
4269
3839
4362
8503
11630
5796
7441
6157
4458
10689
11200
5525
7817
9140
7888
5514
6401
5836
4875
11423
5407
9300
7316
8960
44664
7760
6945
6348
4082
8183
5487
6788
4472
4333
6503
6494
4834
5907
10415
5974
3885
7200
8193
15860
6273
3737
10844
5491
7301
13641
5893
48015
11281
7780
8046
5747
16235
12976
7191
4922
9922
4280
13399
3991
5332
15228
7575
6722
11688
2927339757790827520
6229
7081
5546
33952
10460
5565
10154
5577
9734
5669
11310
7395
9797
2927339757790827520
13182
5640
23236
28651
7126
4795
7025
6562
5523
14653
5032
7325
12144
6154
7230
5518
5601
16114
6376
7010
9560
5645
10449
5938
13335
11069
6937
6151
6238
7357
10086
4907
13576
6414
9159
5696
4391009636686238208
9833
5186
6584
10115
6635
7003
7373
8062
7871
9134
6332
2927339757790827520
4851
7991
5755
8960
3953
6013
6182
5120
7464
5223
4938
10737
16917
27361
8507
7517
10581
8813
7407
32751
6760
9170
23328
5679
6041
9906
4384
8496
9263
6847
5830
4424
4927
11178
4901
4887
6209
7438
4538
4499
7430
11842
7557
3567
9264
7323
8960
9759
6702
6426
21740
9427
30748
6858
6554
4183
5263
6575
13830
6241
4552
4130
5865
4511
6378
6703
11089
52190
9462
7311
6368
9941
5856
15691
4332
8290
6103
9196
4708
5790
26658
7656
7030
6511
5979
4148
21608
5896
8556
12845
6416
5516
4272
5821
23500
9038
6886
11555
6018
19878
7433
9273
7789
5068
12595
5982
6661
8439
11365
7671
5620
31907
67014
5828
3919
6180
10154
4145
9218
3673
19154
5380
3978
8394
5174
7006
1097752409171564160
6854
16765
12334
39019
4383
23937
4047
5153
9091
9794
19063
4455
4743
5468
5778
5365
5572
2927339757790827520
8044
5191
50833
4745
3965
8308
7646
4547
6533
4984
5982
10423
7692
7429
4455
13845
5781
5872
6346
5678
5330
4706
9161
5044
8338
9104
9011
9074
4453
15290
10567
7770
3650
5518
5032
5671
137219051146450928
7836
8021
7572
9659
4841
5265
3900
8389
4548
4126
10075
5246
4874
4928
4712
5289
13183
5466
14589
6231
6841
4198
7678
10476
45086
9852
7476
9197
6583
6160
8615
7131
13770
4279
8144
7273
5911
6606
13729
5670
9525
4667
14617
13116
5386
11734
4653
11656
7545
6189
7355
28962
10765
7626
6606
7792
7958
4708
10336
5485
11115
14400
4219
10673
5046
5184
11065
7312
108411
9353
4347
10775
9206
11854
5755
6581
6205
6074
6778
8176
11469
7947
4487
10675
35635
6026
4510
11311
4656
5179
51772
6743
4684
4565
9375
7224
6525
11530
4502
5466
4761
4174
15327
7675
5499
6580
8147
11994
5996
7898
7914
7138
5917
8772
7700
16722
6029
12319
11183
9589
3831
6726
36005
8634
5798
7420
8577
3854
4411
5900
5948
7782
6548
7197
8277
5906
7449
9773
8657
8245
5072
11170
6956
13193
9365
9984
10871
8760
8097
7356
6008
6058
9872
9443
7648
6716
5258
8769
6526
5291
11905
6698
4762
4298
6750
5225
5937
6806
17000
10433
7468
10083
12950
34844
13485
8850
8451
6649
10376
19079
6701
10952
6577
12641
7504
15015
6462
13777
4232
12483
5927
5072
3760
6650
3788
14722
7083
3621
8361
7713
6345
6543
2927339757790827520
6804
10992
6196
6354
31229
11344
12785
14404
5317
5716
9158
5634
11029
6808
17213
10597
5662
5305
6118
7783
6384
19580
9671
7011
8119
4550
6058
4166
8081
6578
14084
4001
10415
6011
4327
10312
4902
7283
8392
7513
6328
14659
22014
9631
13602
4391009636686238208
7340
4657
4889
13046
11156
10135
6243
11693
8709
10863
3978
6177
4224
5079
7003
5572
4838
6147
5510
5433
6856
10672
10449
13546
5418
4608
9547
11496
5612
1908
7396
6258
3723
6551
4888
7073
13346
7592
5118
7191
9516
13239
14239
7482
15288
6656
5368
6309
13119
7552
9153
3838
4624
6532
4630
6815
7241
2927339757790827520
7952
5083
6487
3461
6994
5947
18944
7023
5014
6394
5534
12291
21545
9844
6371
15412
14122
6116
8829
21002
7134
10199
5815
4805
9972
5757
5969
9767
8533
3544
5742
5353
5142
4612
5861
640355572016748288
6525
11006
14412
19311
7193
3652
18213
4794
5456
7972
2927339757790827520
10604
5000
3991
657917
9175
8090
5749
5084
6531
7420
3683
6366
24315
4654
4650
4110
4683
6294
4121
5704
4390
8967
5983
7813
36715
6389
7947
7908
7818
5039
10837
8572
4939
4391009636686238208
5495
6336
10627
8122
20257
6210
9247
8242
7834
15123
8670
8479
5004
10359
3615
18789
125784130217580544
5723
9216
21928
5736
8048
14198
6256
9049
5397
4597
5355
12402
5817
7513
174362
7121
12392
16934
8568
17664
13564
5841
5394
7842
11381
1097752409171564160
6870
4610
8134
4505
4998
7893
7313
5636
3711
4950
6197
6653
9394
8745
52000
4562
10851
5624
8298
17923
7837
7043
7418
4519
9071
10296
10077
6744
10701
9107
4807
5824
3785
8948
6097
5384
12916
28464
30166
15498
5344
8445
11022
7911
2927339757790827520
8216
5277
6499
7039
8879
5779
5141
4326
5735
4990
4662
27399
9710
12407
4907
43926
6844
4690
6080
11620
8143
8278
11581
6817
13666
5789
5958
6204
5237
4651
5677
12111
11721
4685
7254
9027
27307
4134
7487
8995
7178
5392
4269
5350
13953
6135
6630
7594
4491
6288
8876
4698
6157
7638
137219051146450928
11175
15130
10480
8578
6414
7695
8100
5485
6459
7228
6540
9875
5353
10654
4262
11422
10242
12440
9597
4798
8972
3895
6396
13434
5979
5171
5351
5165
4794
5510
9834
276755
9344
5848
4125
11846
9254
6820
4802
19812
7713
10821
4227
8945
6610
4899
6222
9100
7474
3969
5111
9405
7113
9753
8212
640355572016748288
9788
4391009636686238208
5126
5719
24883
11332
10281
6297
7406
6464
3958
8289
6770
5407
19881
3635
6519
10242
5800
6398
7012
23923
2927339757790827520
6293
17285
10832
5094
7939
6194
4811
13833
11443
3609
7199
6314
5909
7799
12413
7369
13649
6122
4391009636686238208
15211
8014
5301
14152
17744
14459
10957
4391009636686238208
4411
7022
4755
6269
7204
5557
6503
7315
7200
5239
7948
5787
4391009636686238208
5584
5591
5094
5550
7387
18107
8645
15275
10833
6752
8970
4196
7698
9147
12923
5156
6163
4229
6046
5825
4862
6297
15576
4097
31586
8786
9032
11819
5451
5341
11417
15205
9308
7322
6419
8898
14648
8996
6071
5762
3633
5025
5388
4357
8556
5016
30952
7141
6745
7398
5275
5121
6608
4931
18642
6645
15073
8756
9468
5247
6298
8550
6980
4391009636686238208
10547
4958
7940
4818
11433
6826
6398
5891
11140
9445
9604
6278
7354
4167
6539
16951
14563
4813
9433
10782
6778
6189
8142
33322
5815
4628
6821
7364
4328
6809
7464
6884
7006
5931
19009
5688
5347
7064
11277
9445
5651
13183
9018
8208
9012
50306
6091
7040
5668
4994
9038
6524
10111
9186
8546
5236
7287
44969
7718
4717
6991
28558
6269
4478
7677
10753
4817
6695
28324
7230
12089
13878
8109
4920
5840
7475
3712
5522
10162
4391009636686238208
5970
9088
4813
10191
2927339757790827520
9747
7322
10090
28944
12780
4774
6677
4833
4573
7131
12855
10629
7314
5312
7670
6248
6048
8580
9519
8054
5034
6402
5477
7193
5225
5096
8553
7803
12922
8647
11318
6074
5093
5705
10071
9647
12516
9849
4391009636686238208
4754
5520
9680
7437
6508
5236
7774
7206
8713
14438
6216
11712
6855
9000
7027
8557
3681
8141
6031
7233
12102
15941
10184
5266
9355
10096
11008
5914
11623
4647
7494
18195
5207
7142
10730
16195
7743
6170
4818
7640
7996
5241
8869
10282
7798
26816
4942
6915
11030
6953
5123
5987
6541
4841
7473
9525
5976
12574
8716
9995
10819
8153
5424
8035
5586
8197
9631
8985
6054
4659
10761
26392
9942
3659
6296
6721
5586
4540
8242
17026
15287
17833
8938
8450
3782
6987
18131
3482
7033
9778
5544
8073
5236
24622
8413
4505
5348
7125
9908
22325
7507
9473
17697
4743
32711
7955
4749
8844
35086
20713
5562
5103
8837
11666
6493
7512
12085
7416
9816
6269
7120
4108
23500
16243
5597
5402
7323
4610
5925
4480
6328
6398
6400
3942
5326
13604
5674
5939
5606
6494
5294
78580
6149
6130
6531
8459
6543
6843
7011
17573
2927339757790827520
21580
13723
5603
7648
10581
3970
12827
5052
8420
9647
7386
6363
23176
12748
10623
5989
13326
6872
6534
7675
3671
37753
7734
5976
7435
5774
7830
7667
6139
3907
8866
4104
5594
6832
