2361,2478,9766,25910,20535,15217,6322,2282,1806,4500,13585,18934,15625,12235,9709,7518,5447,5791,8397,17928,5365,3037,3779,5389,10142,10644,12897,14352,20660,10744,3614,1607,2461,5250,10806,20216,21177,17908,10251,4512,3683
4504,3407,9423,23855,14779,9087,3595,2114,4843,11044,19231,22681,16924,10865,5981,3293,2333,4030,3635,6318,2443,3099,3436,5669,11594,10155,8237,5541,6057,2709,950,883,1921,4615,9688,18181,19676,17690,9899,3389,1789
11941,5855,4017,7682,10024,8905,4016,3023,7872,17970,31180,33979,21271,13056,7805,5101,4138,6944,9838,21561,7148,5817,9110,8561,9949,8405,7202,8934,12814,6357,1797,623,696,1639,3725,7487,11871,16242,11858,8421,10027
14368,7844,9279,21929,27591,25048,11130,5337,7291,12230,15879,20145,22197,18415,14642,11094,8072,8834,9870,17747,7400,7401,5148,6412,11463,11137,11899,17470,27426,15520,4902,1449,944,1853,4035,7889,12850,17734,12200,6611,6603
13632,7289,8038,19249,27841,26495,11789,6081,9701,18933,30406,38698,36217,25666,15234,9049,5816,6912,5955,7982,2600,3621,10082,7965,4683,4519,6428,11393,18282,9739,3180,1308,1918,4361,8842,16618,18999,19542,13611,9362,10762
4316,3750,11395,29954,27289,21611,9624,5385,9693,18007,23222,27095,27066,21201,15502,11089,6871,4777,5412,9768,5299,7521,7454,6973,9053,9372,11197,10292,13343,6611,1733,402,265,531,1179,2770,4288,5549,3806,2800,3646
9428,4601,4081,8252,4246,2197,906,1709,6833,15742,24679,28694,23502,15972,9920,6298,4208,4935,4053,6092,2828,4621,8091,6961,5929,5779,7088,10935,16845,8855,2975,1538,2462,5589,11473,21428,21126,16117,9803,6655,7664
13512,7487,10024,23970,28722,25454,10984,4604,4950,9856,21147,31338,31864,23660,15112,9678,6643,8006,9073,16227,4901,4014,7699,8336,11326,11530,13866,14847,20834,11052,3390,1127,1170,2892,6414,11851,9780,5301,3291,3379,5044
7052,3757,5100,13346,22291,21432,9645,5013,8229,17663,32322,39115,30241,19144,10271,5484,3609,5638,8021,17267,6325,6708,9551,7423,4941,4512,6157,11998,19661,10605,3327,1171,1265,2873,6279,12028,16146,19096,12504,6801,6478
12468,6846,7881,19294,27313,25790,11558,5845,9066,18707,33328,41888,36425,26435,17963,12263,7948,7513,6076,8733,3961,4317,1289,2065,5191,4102,2611,3237,4836,2262,847,937,2102,4956,10228,19141,17007,9662,6749,7749,11380
12510,7475,11375,26964,20333,14664,6208,2539,3109,8876,25400,36422,30668,21518,13466,8563,5898,7139,10015,21658,6624,3634,4523,4424,5734,5879,7451,11433,17672,9297,3162,1655,2606,5587,11503,21569,21782,17153,11151,8853,11248
6878,4735,10472,25898,17189,11290,4799,2443,4569,10849,22836,30028,25754,18259,11854,7746,5097,5235,4787,7615,3216,4765,9346,8675,8587,8878,11067,7158,7568,3479,924,373,438,924,2332,4645,5264,5333,4343,4700,6790
7228,3999,6005,15580,23199,21920,9623,4299,5228,9890,17772,22017,18082,13096,8898,6101,4087,4025,4896,9623,5179,7583,7534,7694,10483,9847,9775,4540,3352,1418,644,888,2107,5034,10124,19148,20055,17126,9703,4084,3248
5619,3010,4484,12187,20469,20054,8794,3301,2687,5180,13027,20769,21513,16324,10852,7174,5062,6480,8504,17416,6499,5791,2459,2221,3906,5178,8527,11254,16528,8356,2563,1026,1175,2740,5905,11376,15804,19759,13675,8209,8800
18135,8644,4259,7363,19499,20592,9177,4669,7014,12899,19125,25813,27517,20757,13382,8497,5485,5617,9540,22361,7727,5071,2389,3550,7870,7632,8595,14159,22729,12351,3814,1045,780,1554,3564,7179,12839,18579,12249,5363,3884
7506,4735,9479,22861,18423,13675,5843,2703,4502,11278,26315,38330,37012,26918,16676,10345,6390,5930,4747,6792,1836,1326,1318,3684,9146,7985,6179,2414,1557,639,317,367,708,1918,4410,8686,14094,19826,14515,9530,10667
10843,5784,7015,15410,9559,6135,2578,2487,7675,16230,21777,27580,29738,22582,14711,9374,6185,6478,7214,13396,4768,4767,6647,5868,6121,6368,8710,12787,19634,10231,2976,860,641,1495,3567,6867,5952,4716,4577,6529,10116
8699,4683,5612,13387,17537,15881,7104,4019,7767,16199,26536,33653,30881,22387,14380,9390,6494,8237,10605,21202,6248,3850,7330,7969,10850,8269,4806,4919,6901,3303,1097,875,1827,4316,9134,17261,19104,18750,11450,5215,4616
10230,4771,1885,2808,6029,5876,2546,1536,3999,9044,16296,22650,23054,17116,10921,7023,4864,5993,4888,6773,4567,7714,8564,8853,11983,11337,11187,5001,3407,1408,653,693,1595,3870,7998,14707,12749,7732,5985,7227,10733
18126,8886,5485,9771,11666,10198,4278,2214,4582,10243,18221,25409,25910,19958,13765,9434,6450,6926,9412,19731,6762,6243,10274,8606,7259,7272,9802,13835,21195,11135,3493,1265,1670,3819,8232,15494,13454,7739,4830,4612,6689
10350,6527,12311,30831,28542,22906,9746,4074,4395,7694,12490,16738,17200,14235,11476,8818,6565,7688,10311,22033,7702,6230,8611,7419,7283,9046,14188,13882,18603,9674,3206,1664,2662,5778,11799,22373,23425,19189,10317,3257,1320
194,1672,11494,32151,31056,25351,10817,4515,5138,11169,26055,36320,32630,23927,16248,10890,6708,5017,5907,10894,2728,1268,1282,2201,4831,6377,10346,15056,23567,12809,4008,1426,1630,3676,7867,14591,12059,5610,3767,5168,8074
11961,6276,5989,12300,9229,6579,2957,2399,7142,15834,25767,31713,28102,18959,10650,5953,3304,3275,6671,16005,5862,5863,7431,6555,7260,7420,9843,13918,21615,11863,4000,1752,2351,5059,10298,19339,21633,20305,12373,6522,6076
10793,6463,10697,26743,30776,27300,12051,6310,10314,20259,31510,37212,31102,22486,15031,10335,7052,7548,6910,11128,4639,5916,8054,8530,11632,10687,10799,11947,17105,9014,2948,1455,2399,5330,11105,20835,22626,19982,11932,5464,4714
17428,9245,8829,19264,23381,20859,9103,3671,3331,7800,22521,31083,24474,16830,10517,6836,4366,4357,3606,5529,2248,2961,3115,5391,11369,12055,14520,15446,22132,11921,3887,1500,1754,3772,7718,14281,15665,14692,10109,7691,9325
4817,3844,10717,27527,21383,15611,6843,3985,7987,17276,29304,37494,34250,23605,13515,7767,4884,5609,7395,14987,4172,3072,7645,5395,1447,2398,6110,13429,22601,12208,3816,875,468,741,1688,3894,7477,11180,8453,6613,8319
12787,7510,10593,24025,13923,8129,3394,2373,6735,15971,30150,35785,25925,16374,9145,5441,4013,6553,7820,14243,4860,4324,3150,3855,6840,6893,8689,15566,25999,14877,4896,2040,2467,5204,10677,19859,18905,13435,8956,8085,10673
4066,2475,5706,15893,23794,22373,9747,3910,3137,4134,5562,9014,12376,11899,10977,8911,6129,5439,5394,9122,3831,4622,5645,5867,7931,8529,11034,13572,20022,10868,3777,2004,3016,6380,12640,23684,25769,22599,14411,8763,9482
2861,2708,9377,24329,17704,12476,5140,2335,3649,9148,21341,32227,32695,23639,14068,8176,4739,4343,5354,10795,3697,4564,8995,8229,8141,10495,16773,17466,24760,13803,4364,1437,1296,2931,6136,11558,12674,12143,7829,4988,5886
8492,4974,8490,20880,21052,17579,7737,3821,6210,11183,14271,14951,12841,10683,9578,7909,6298,7896,9618,18237,4908,2295,5113,5836,8229,9795,13704,11913,15055,7870,2512,1246,1983,4416,9074,16882,15823,11154,7872,7668,10528
8344,3814,2470,6184,16064,16585,7349,3107,3955,8324,17050,23988,23233,17587,12475,8799,6355,8065,9466,17878,5790,4622,7390,5959,4742,7042,12983,15742,23741,13087,4213,1465,1594,3622,7543,14341,17706,19697,12550,6119,5460
17259,9123,9416,21133,26094,23540,10215,4093,3580,6213,12875,16009,12480,8255,4749,2637,2038,3540,8543,21980,8598,8056,7880,7709,9889,7907,5275,1643,689,357,250,422,1165,3038,6490,12104,10283,6108,3847,3951,5527
3926,2787,7315,17830,7255,2394,743,930,3787,8487,11088,13789,14245,10105,5975,3426,2508,4609,5389,10688,4225,5130,6271,4865,4083,6802,12683,8758,9073,4093,1090,335,373,881,2143,4628,7462,10007,6875,4680,5808
6052,3443,5688,14685,19302,17503,7911,4550,8277,15848,20766,24583,23425,16251,9298,5041,2569,2015,2346,4948,2745,5053,9347,7389,4853,4844,7139,11975,19074,9879,3258,1251,1670,3601,7380,13651,11217,5584,2138,598,491
12798,5906,2401,3262,5603,5357,2294,2407,7905,17394,26235,27504,18653,12509,8608,5914,3536,2500,3121,6111,1648,1561,2241,3857,8041,9736,14217,17753,26979,15151,4538,999,384,571,1266,2900,5009,7034,6384,7535,11116
7969,5358,10845,27481,25432,20357,8874,3962,5168,11295,24098,27949,17376,10050,5241,3116,2568,5055,3535,4036,1797,3860,9486,8919,8851,9709,13517,17649,27502,15832,5315,2225,2552,5263,10671,19764,16937,8976,4728,3689,4924
16566,9510,12856,29464,23829,17846,7710,4241,7536,14647,22128,27569,26464,18464,10635,6200,4551,7149,10314,21450,6787,4669,4350,5800,10289,10161,11204,16751,27211,15608,4926,1221,558,998,2274,4570,4825,4862,5336,7933,12238
14390,8391,11637,27085,21342,15740,6734,2870,3668,7421,15179,24225,28724,23461,17091,12065,8251,7654,8704,16334,5720,5326,9198,8986,10194,9875,10745,12510,18347,9851,3331,1646,2447,5161,10632,19700,22562,22337,15327,10279,11878
13757,6561,3462,5465,4370,3356,1418,1698,5949,13373,20344,23086,18180,11983,6816,3877,2935,5213,4187,5407,1853,3400,9941,7729,3832,3123,4054,9288,15306,8050,2742,1554,2553,5692,11536,21593,22959,19930,12291,6613,6425
2146,947,1304,5612,19911,21157,9509,4758,6945,13816,23962,31236,29672,21978,14839,9803,6155,4929,6775,13785,4813,4614,6349,4961,3450,4257,7598,16044,27276,15676,5097,1747,1792,3611,7476,13838,11898,6300,3462,2629,3610
2423,2340,8171,20498,8944,3535,1315,1402,5453,11362,13444,14493,13908,11621,10079,8025,5180,3242,2195,2699,3888,8303,11063,8668,5836,7512,12406,10169,12204,6196,2040,1422,2613,5802,11927,22480,24442,21953,13905,8215,8771
3164,2179,5994,15272,9969,6378,2302,1169,2568,5502,7493,12159,16669,14599,12111,9168,6482,6650,4834,6498,2436,3859,8681,6663,3407,5681,11561,12770,17832,9333,2767,1095,1421,3431,7350,13755,12428,8087,4647,3235,4257
13952,8196,12846,31510,32633,27561,11921,5246,5785,9580,14201,21551,26908,22478,16749,11880,7995,7945,4909,4107,2409,3992,4943,6710,11917,12287,14315,10946,12743,6301,1675,607,793,1894,4425,8693,13250,17532,12494,8101,8944
5923,3618,7295,19023,21275,18351,8136,3800,5535,10667,17050,22666,22695,16338,9940,5902,3373,3081,6813,15947,5794,5995,6066,4902,4755,7302,13156,11553,14486,7356,2308,1142,1859,4145,8808,16340,12689,4749,2047,1955,2989
13125,6489,5247,10425,10049,8107,3630,3140,8636,18235,25670,28006,23284,17296,12697,9399,6550,6575,3772,3568,3257,5813,5602,6906,11336,10283,8846,5228,5102,2085,654,397,723,2068,4623,9000,9952,9549,5999,3887,4584
9697,6284,11963,29336,21487,15056,6549,4057,8676,18272,29389,35032,29612,21035,13830,9106,5844,5359,2667,1941,1528,3490,6765,5535,4178,4036,5350,7928,11766,5819,1772,945,1665,4002,8440,15676,12455,5553,4066,5865,9310
13397,6243,2584,4652,14910,15570,7159,4304,8720,16067,17333,21027,25216,19871,13643,8684,5085,3310,1879,2067,2316,4496,3533,5551,11517,10632,9428,2484,374,247,270,544,1470,3704,8038,15414,17782,18221,11181,5636,5300
10121,6367,11375,28186,27617,22720,9891,5307,8817,16597,22796,24086,18810,12250,6969,4063,3086,5469,8845,20078,7398,6791,3822,5306,10759,10827,11542,7749,8062,3772,1158,692,1307,3188,6757,12718,15389,16623,11256,7384,8487
275,1510,9438,24845,13580,7446,2803,851,867,1420,2412,4853,6947,5348,3203,1774,1442,3263,5577,12525,3556,2936,5100,5101,6277,5029,4261,9031,14402,7242,2257,893,1357,3162,6852,12833,16330,18889,12906,8175,8726
860,1634,8732,24734,29190,25555,11021,4640,4820,8881,17309,22138,18196,12185,7097,4139,2996,4933,7571,16602,5430,4287,3093,2834,4190,5356,8943,15828,25904,14371,4311,976,481,935,2148,4830,8206,11204,7700,4847,5540
3915,2149,4359,11668,14606,12844,5855,3552,7743,15481,21120,21947,15983,9865,5149,2559,1447,2002,4442,10666,4508,5884,6236,6159,8217,8344,10134,11218,15879,8064,2298,653,602,1408,3272,6429,6568,6132,5328,6559,9755
7675,4306,6769,17258,22958,20803,9207,4525,6936,14017,24765,33722,33235,24216,15209,9389,6114,6419,7989,15984,5682,6030,9942,6735,1745,3100,7750,13052,20769,11130,3652,1431,1748,4055,8416,15519,13642,8392,5085,4347,5805
5770,2873,3299,9774,21963,22454,9855,4185,4637,10827,27487,40341,38812,28678,19154,12622,8446,8501,7164,9784,3489,3915,5491,4215,3032,3933,6658,4425,4794,2046,609,522,1122,2909,6323,11895,9706,4857,2291,1487,2078
2771,1322,2428,6835,7647,6455,2477,793,823,2136,6394,9922,10424,9678,9189,7668,5428,4751,6423,12902,3336,1446,1763,2504,4855,5125,7006,12559,20079,10686,3509,1616,2476,5519,11416,21293,23983,22862,15406,10534,12033
75,351,2979,10396,21094,20901,9206,4211,5308,8873,10872,12143,11815,9278,7125,5468,4476,6720,9237,19410,6561,5911,7603,8230,11724,9506,7143,10889,16738,8611,2414,563,317,614,1488,3371,5133,6367,4150,2715,3319
9793,6155,11736,30027,32593,28319,12349,5333,5586,8631,11632,15915,18284,15459,12216,9026,6158,5524,5633,9621,3644,4692,9479,6854,2328,3358,7330,12239,19279,10294,3256,1142,1539,3395,7203,13537,16178,17758,11337,6116,6178
1766,1979,8230,21949,18176,13595,5851,2795,4826,9597,14752,15697,11342,9325,8855,7690,5916,6883,6983,12033,4232,3949,3872,3743,4773,6566,11035,13738,20387,10968,3619,1415,1990,4321,9045,16869,16854,13561,8426,5771,6850
7066,4759,10494,26834,25886,21350,9102,3767,3783,8803,23264,29238,19741,11888,5959,2995,1646,2017,4226,9887,3692,4477,6229,6366,8137,7083,7113,13047,21518,11678,3908,1463,1707,3702,7840,14561,14141,10963,7272,5995,7781
1704,1335,4956,14238,17623,15760,6889,3737,6714,11871,11365,12497,14439,12176,9873,7358,4888,3860,3021,4626,3964,6998,6422,6541,9100,10605,14988,16412,23738,13076,4355,1853,2438,5409,11146,20790,20921,16484,10496,7695,9505
11278,5033,2071,4554,18631,20264,9128,4490,6719,13916,25916,30366,21814,14582,9687,6761,5036,6493,9396,20389,5394,2822,6293,6462,8210,7435,7422,6283,7724,3726,1225,886,1597,3788,7895,14849,17851,19020,11516,4463,2670
13539,7619,10691,25225,23984,19298,8337,3566,4244,8344,15511,17492,11570,8026,6051,4802,3858,5842,7167,14193,5938,7409,9737,9718,12244,10657,9617,13189,19970,10732,3509,1581,2248,4966,10208,18878,18139,12732,8203,6872,8730
13010,6929,7328,14983,6633,2538,765,347,805,3310,9843,12682,9439,7526,6825,5827,4771,6633,8661,17340,7248,8608,9684,8062,7762,6891,7320,11712,18366,9817,3249,1500,2218,4959,10144,18829,15950,7472,3550,2753,4019
1517,1882,8047,21372,15991,11339,4582,2066,3241,8565,21451,31861,31539,24540,17819,12682,8116,6283,3160,2187,2731,5256,5941,4886,5008,5994,8652,4589,4060,1613,415,157,252,441,1179,2790,3810,4874,5154,7145,10807
